client_id,post_id,Message Text,Published Date,Impressions,Likes,Shares,Comments,Engagements,Engagement Rate,class_weight,t Impressions,t Engagements
40,df6561ff7e984e390c713f008c17b45e731e60d566421f83a2db139eed3c0492,"""I want to use high-quality films to get viewers fired up about snowboarding. It's incredible that such a tiny sensor from Bosch makes that possible,"" says professional snowboarder and film producer Yanneck Konda. Built into the action camera Yanneck uses for filming, our image stabilization MEMS sensor measures just 2.5 mm x 3.0 mm x 0.83 mm in size and contains parts that are finer than a human hair. Despite its tiny size, the sensor is packed with plenty of power to help the passionate snowboarder capture crisp and stable footage while moving at high speed on uneven ground. On top of that, the sensor runs on exceptionally low power, which helps preserve the camera's battery in extremely low temperatures. Learn more: https://lnkd.in/eWcy-g6q #sensors #technology #sensortechnology Bosch Sensortec GmbH",2023-03-01,112773.0,996.0,20.0,427.0,1443.0,0.01279561597190817,0.014977471112077357,11.633132227692384,7.274479558773871
40,urn:li:share:6996161321742270465,"""For Bosch, digitalization presents major opportunities in all areas of business,"" said our chairman Stefan Hartung today at the Bosch ConnectedWorld conference in Berlin, Germany.   In his LinkedIn post, he shares examples of how digitalization can help to combine enjoyment and efficiency, and how it can contribute to more sustainability. Check it out! #BCW22",2022-11-09,69.0,0.0,0.0,8.0,8.0,0.11594202898550725,0.014977471112077357,4.23410650459726,2.0794415416798357
40,urn:li:share:6996419674615726080,"From robots to connected mobility and smart homes – digital and intelligent solutions are at the center of attention at Bosch ConnectedWorld 2022. The event is the leading conference on AIoT and digital transformation.   At Bosch, we want to make the most of the opportunities digitalization offers: Our technology is meant to not only make life more convenient and enjoyable, but also more efficient and thus more sustainable.   That's why our chairman Stefan Hartung announced in his #BCW22 keynote that we will have invested more than 10 billion euros in digitalization and connectivity by 2025.  Two-thirds of the planned expenses will go toward developing and expanding promising new technologies, with a focus on sustainability, mobility, and Industry 4.0. Additionally, Bosch will invest in vocational training and professional development for the associates. Read more: https://lnkd.in/ecn4ebrM    Click through the pictures for some impressions from our AIoT event!   #IoT #digitaltransformation #AI #artificialintelligence",2022-11-10,219.0,0.0,0.0,44.0,44.0,0.2009132420091324,0.014977471112077357,5.389071729816501,3.784189633918261
40,urn:li:share:6999324013894193152,"📖✨ Created by children for children: The new ""Primavera"" book is full of colorful pictures and exciting stories written and illustrated by young authors from the aid organization's projects around the world. They explore themes of courage, solidarity and tolerance, mutual respect and friendship. Primavera was founded by Bosch associates in 1990. By supporting many educational or vocational activities, its aim is to help provide a way out of the poverty cycle and a better life for children and young people. One of the book's young authors is Brandon, who is shown in the picture drawing a dragon. He lives in Mexico and is part of a Primavera project in the field of educational promotion. The fifteen-year-old has a passion for drawing and is proud that his art is used to help others. 🎨🖌️🖼️ The book and other items, like calendars, are available to buy in the EU through the Primavera online store, with proceeds supporting the organization's work, enabling their many projects to continue: https://lnkd.in/eqq5shXg  #WorldChildrensDay #csr #charity",2022-11-18,116.0,0.0,0.0,1.0,1.0,0.008620689655172414,0.014977471112077357,4.7535901911063645,0.0
40,urn:li:share:7000484386110324737,"More than 70 % of the West African country Niger is desert and barren land. Each year, another 100,000 hectares of fertile soil are lost to climate change. At the same time 85 % of the population of Niger depend on agriculture for their livelihood 🌱🐐. This means, they are especially vulnerable to climate change effects such as droughts, floods, wildfires, or desertification. The foundation Robert Bosch Stiftung supports a project run by the World Resources Institute in Niger. As part of the project, local farmers use re-discovered traditional methods to make the soil fertile again. This way, local communities not only restore landscapes and ecosystems but also increase their harvests significantly. More: https://lnkd.in/ezEKw6BD #COP27 #sustainability #climatechange #agriculture #AFR100 📷 by Ali Moctar (Afroto)",2022-11-21,136.0,2.0,0.0,3.0,5.0,0.03676470588235294,0.014977471112077357,4.912654885736052,1.6094379124341003
40,urn:li:share:7003747708922388480,"🅿️🚘 Imagine parking in a garage without the hassle of searching for a free space or having to maneuver into a tight spot. Sounds like a dream? 💭✨ With our automated valet parking system it's reality – and the basis for the system to become more widely available has now been laid: As the world's first highly automated and driverless parking function, it has been given official approval for commercial use in Germany. The system, developed together with Mercedes-Benz AG, allows drivers to simply drop off the vehicle in a designated zone. Our smart infrastructure installed in the parking garage then interacts with the technology in the vehicle, enabling it to drive safely to a vacant space and park by itself. 🙌 The function will soon be available for drivers of certain Mercedes-Benz S-Class and EQS variants featuring INTELLIGENT PARK PILOT, who use the P6 parking garage at Stuttgart airport, run by APCOA. Our aim is to equip several hundred parking garages worldwide with the necessary infrastructure technology in the next few years. Learn more: https://lnkd.in/eEczfiEu #automateddriving #technology #mobility",2022-11-30,222.0,1.0,0.0,0.0,1.0,0.0045045045045045045,0.014977471112077357,5.402677381872279,0.0
40,urn:li:share:7005546931502374912,"👶 From a crib, to a nursing table, to a desk: How can one product be designed serve multiple purposes? 🤔 Quality and style are common factors when purchasing products, but when wanting to save space, reduce long-term costs, or act more sustainably, long-lasting items that serve multiple functions are becoming increasingly important to consider.  One of our teams at Bosch in Shanghai, China, had this in mind when developing the idea of a multiuse crib. Utilizing smart technology, our REVOL crib has electric height adjustment to accommodate the child's growth, and a mounted camera that integrates with smartphones for added peace of mind. It can also switch between two other modes: a nursing table and playpen. 🧸 But that's not all, the innovative product can be converted into a desk that the child can use long after they have outgrown sleeping in it, evolving to the needs of the family over many years. More: https://lnkd.in/diQeZCaV #nursery #furniture #productdevelopment",2022-12-05,418.0,0.0,0.0,4.0,4.0,0.009569377990430622,0.014977471112077357,6.035481432524756,1.3862943611198906
40,urn:li:share:7008426312323211264,"✨❄️ Are you already relaxing in your ""ugly sweater"" or do you still have a lot of preparations to do for the holiday season? Our innovative solutions for at home and on the road are designed to make your life easier – and at the same time safer and more sustainable. Thus, leaving you more time to relax and enjoy this time of the year. 🙌 For those of you who want to celebrate #LikeABosch: Head over to the BoschKarriere Instagram channel to try on our ""Celebrate #LikeABosch"" sweater as a filter and send out your season's greetings using Reels and Stories. 🥳📲 https://lnkd.in/eZuDm7MP The whole Bosch Global team wishes you and your family a happy, healthy, and restful festive season. 🌟😊 #uglysweater #seasonsgreetings",2022-12-13,844.0,4.0,0.0,19.0,23.0,0.027251184834123223,0.014977471112077357,6.738152494595957,3.1354942159291497
40,urn:li:share:7009112423076921344,"Have you heard of blockchains, cryptocurrency and NFTs? 🤔 These are all part of Web3 – a decentralized internet based on distributed ledger technology. 📱 The idea behind Web3 is that in a highly connected world, the key to success is to find the right balance between cooperation and competition, a so-called “copetition”. In the latest episode of our “FROM KNOW-HOW to WOW” podcast, Tanja Rueckert, chief digital officer at Bosch, joins our hosts to discuss the future of a decentralized internet, and how Bosch is embracing it to help develop new business models and enable trusted collaboration: https://bit.ly/FKHtW_Web3 🎧 Dr. Cafer I., head of data-driven business in the chief digital office of Bosch Mobility Solutions, also joins the show to explain how Web3-based applications are helping the team to develop a more personalized experience for drivers using booking services for parking spaces. 🚘 #web3 #technology #IoT #Digitalization",2022-12-15,740.0,4.0,0.0,12.0,16.0,0.021621621621621623,0.014977471112077357,6.606650186198215,2.772588722239781
40,urn:li:share:7010526731006541825,"Starting the year 2023 with personnel changes: @[Tanja Rueckert](urn:li:person:P5H5DqikmK), currently the Bosch Group's chief digital officer \(CDO\), will join our board of management effective January 1, 2023. As board member, she will be responsible for digital business and services. The chemistry PhD has been with the Bosch Group since mid-2018, and began her Bosch career as president of the Building Technologies division.  Effective December 31, 2022, @[Rolf Najork](urn:li:person:Sa6wxezGNR) will step down from the Bosch Group board of management and leave the company. As chairman of the executive board of Bosch Rexroth AG, Najork joined the Bosch Group in 2016, and has been a member of the board of management of Robert Bosch GmbH since 2019. In this role, he bore responsibility for the Industrial Technology business sector, with its Drive and Control Technology division and ATMO – Manufacturing Tools and Services. This responsibility will now be assumed by @[Dr. Markus Forschner](urn:li:person:jlCmbSxy_4) in addition to his other duties as chief financial officer.  The supervisory board, board of management, and shareholders wish Tanja Rückert and Markus Forschner every success in their new roles, and look forward to continuing to work with them. At the same time, they thank Rolf Najork for his successful work in the company: ""In his time as member of the Bosch board of management, Rolf Najork has ensured sustained and profitable growth in the Industrial Technology business sector and guided the sector safely through the pandemic period,"" says @[Stefan Hartung](urn:li:person:2K14rT_qFB), the chairman of the board of management of Robert Bosch GmbH. ""He has rigorously brought Industrial Technology into line with the social and technological challenges of our age. Today's Industrial Technology stands out in the market with its sustainable and efficient solutions, which help mitigate resource scarcity, climate change, and labor shortages."" Learn more: https://lnkd.in/eF6j7sfC   {hashtag|\#|management} {hashtag|\#|boardofmanagement} ",2022-12-19,3440.0,30.0,1.0,60.0,91.0,0.026453488372093024,0.014977471112077357,8.143226750367445,4.51085950651685
